cluster	cluster_id	num_samples	representative	feature	feature_alt	gene	gene_alt	product	product_alt	name	name_alt	dbxref	dbxref_alt	6952-4-17	6952-4-19	6999-1-11	6999-1-3	6999-5-12	6999-5-5	6999-7-20	7001-3-2	7553-4-28	7622-3-93	7622-4-37	7622-4-48	7622-5-52	7622-5-56	7622-5-93
Cluster_1055	Cluster_1055	10	6999-1-3_MFDHOJ_03860__6999-1-3_MFDHOJ_03865	unannotated										6952-4-17_LCDOPK_00850__6952-4-17_LCDOPK_00855			6999-1-3_MFDHOJ_03860__6999-1-3_MFDHOJ_03865	6999-5-12_GABGCO_02435__6999-5-12_GABGCO_02440	6999-5-5_IEJANN_04435__6999-5-5_IEJANN_04440		7001-3-2_ILCIHP_04070__7001-3-2_ILCIHP_04075		7622-3-93_BNKJJA_03600__7622-3-93_BNKJJA_03605	7622-4-37_HCELOA_05765__7622-4-37_HCELOA_05770	7622-4-48_OIGNLO_00245__7622-4-48_OIGNLO_00250		7622-5-56_HCMIMP_02495__7622-5-56_HCMIMP_02500	7622-5-93_FBDJDO_02580__7622-5-93_FBDJDO_02585
licD.2	Cluster_1056	15	6999-1-3_MFDHOJ_03950	CDS		licD		Phosphorylcholine metabolism protein LicD		Phosphorylcholine metabolism protein LicD		COG:COG3475,COG:I,RefSeq:WP_001199657.1,SO:0001217,UniParc:UPI000198B6F3,UniRef:UniRef100_A0A0B7M211,UniRef:UniRef50_W1UHX4,UniRef:UniRef90_W1UHX4	COG:COG3475,COG:I,RefSeq:WP_001199656.1,SO:0001217,UniParc:UPI00016C25D3,UniRef:UniRef100_A0A0T8CTM6,UniRef:UniRef50_W1UHX4,UniRef:UniRef90_W1UHX4;COG:COG3475,COG:I,RefSeq:WP_001199653.1,SO:0001217,UniParc:UPI000152DD6F,UniRef:UniRef100_A0A0B7LW81,UniRef:UniRef50_W1UHX4,UniRef:UniRef90_W1UHX4;COG:COG3475,COG:I,RefSeq:WP_001199648.1,SO:0001217,UniParc:UPI000254D1F7,UniRef:UniRef100_UPI000254D1F7,UniRef:UniRef50_W1UHX4,UniRef:UniRef90_W1UHX4	6952-4-17_LCDOPK_00940	6952-4-19_IDAKCO_01870	6999-1-11_GAMHDO_04210	6999-1-3_MFDHOJ_03950	6999-5-12_GABGCO_02525	6999-5-5_IEJANN_04530	6999-7-20_BDNIPI_03980	7001-3-2_ILCIHP_04165	7553-4-28_BBELPC_02400	7622-3-93_BNKJJA_03690	7622-4-37_HCELOA_05855	7622-4-48_OIGNLO_00335	7622-5-52_DJJKEI_05485	7622-5-56_HCMIMP_02585	7622-5-93_FBDJDO_02670
mcrC	Cluster_1057	15	6999-1-3_MFDHOJ_04055	CDS		mcrC		McrBC 5-methylcytosine restriction system component	5-methylcytosine-specific restriction endonuclease McrBC, regulatory subunit McrC	McrBC 5-methylcytosine restriction system component	5-methylcytosine-specific restriction endonuclease McrBC, regulatory subunit McrC	COG:COG4268,COG:V,SO:0001217,UniRef:UniRef50_K8ECX4,UniRef:UniRef90_A0A4G1U8A5	RefSeq:WP_001223089.1,SO:0001217,UniParc:UPI00016C3132,UniRef:UniRef100_A0A9Q9R4N6,UniRef:UniRef50_K8ECX4,UniRef:UniRef90_B1IC45;COG:COG4268,COG:V,SO:0001217,UniRef:UniRef50_K8ECX4,UniRef:UniRef90_A0A150NUB3;SO:0001217,UniParc:UPI0005E50B8B,UniRef:UniRef100_A0A0T8W8L8,UniRef:UniRef50_K8ECX4,UniRef:UniRef90_B1IC45;SO:0001217,UniParc:UPI0005DFA55B,UniRef:UniRef100_A0A9P1W4S7,UniRef:UniRef50_K8ECX4,UniRef:UniRef90_B1IC45;SO:0001217,UniParc:UPI0005DED793,UniRef:UniRef100_A0A9X8HUK7,UniRef:UniRef50_K8ECX4,UniRef:UniRef90_B1IC45	6952-4-17_LCDOPK_01050	6952-4-19_IDAKCO_05665	6999-1-11_GAMHDO_04100	6999-1-3_MFDHOJ_04055	6999-5-12_GABGCO_02635	6999-5-5_IEJANN_04635	6999-7-20_BDNIPI_03875	7001-3-2_ILCIHP_04270	7553-4-28_BBELPC_02295	7622-3-93_BNKJJA_03790	7622-4-37_HCELOA_05955	7622-4-48_OIGNLO_00440	7622-5-52_DJJKEI_05380	7622-5-56_HCMIMP_02690	7622-5-93_FBDJDO_02770
Cluster_1058	Cluster_1058	15	6999-1-3_MFDHOJ_04055__6999-1-3_MFDHOJ_04060	unannotated										6952-4-17_LCDOPK_01050__6952-4-17_LCDOPK_01055	6952-4-19_IDAKCO_05665__6952-4-19_IDAKCO_05670	6999-1-11_GAMHDO_04095__6999-1-11_GAMHDO_04100	6999-1-3_MFDHOJ_04055__6999-1-3_MFDHOJ_04060	6999-5-12_GABGCO_02635__6999-5-12_GABGCO_02640	6999-5-5_IEJANN_04635__6999-5-5_IEJANN_04640	6999-7-20_BDNIPI_03870__6999-7-20_BDNIPI_03875	7001-3-2_ILCIHP_04270__7001-3-2_ILCIHP_04275	7553-4-28_BBELPC_02290__7553-4-28_BBELPC_02295	7622-3-93_BNKJJA_03790__7622-3-93_BNKJJA_03795	7622-4-37_HCELOA_05955__7622-4-37_HCELOA_05960	7622-4-48_OIGNLO_00440__7622-4-48_OIGNLO_00445	7622-5-52_DJJKEI_05375__7622-5-52_DJJKEI_05380	7622-5-56_HCMIMP_02690__7622-5-56_HCMIMP_02695	7622-5-93_FBDJDO_02770__7622-5-93_FBDJDO_02775
mutY	Cluster_1059	15	6999-1-3_MFDHOJ_04165	CDS	unannotated	mutY		A/G-specific adenine glycosylase	Adenine DNA glycosylase	A/G-specific adenine glycosylase	Adenine DNA glycosylase	COG:COG1194,COG:L,GO:0004844,GO:0006260,GO:0006281,GO:0006310,RefSeq:WP_023396302.1,SO:0001217,UniParc:UPI0003C0EDB7,UniRef:UniRef100_A0A0T8AGU3,UniRef:UniRef50_Q8DSD4,UniRef:UniRef90_F9HMA1	EC:3.2.2.31,GO:0004844,GO:0006260,GO:0006281,GO:0006310,KEGG:K03575,SO:0001217,UniRef:UniRef50_A0A559GPZ7,UniRef:UniRef90_A0A150NXA6;SO:0001217,UniRef:UniRef50_A0A150NXC1,UniRef:UniRef90_A0A150NXC1;COG:COG1194,COG:L,GO:0004844,GO:0006260,GO:0006281,GO:0006310,RefSeq:WP_000886145.1,SO:0001217,UniParc:UPI00000E35CA,UniRef:UniRef100_A4L7L8,UniRef:UniRef50_Q8DSD4,UniRef:UniRef90_F9HMA1;COG:COG1194,COG:L,GO:0004844,GO:0006260,GO:0006281,GO:0006310,RefSeq:WP_000886152.1,SO:0001217,UniParc:UPI000153DE65,UniRef:UniRef100_C8XPY5,UniRef:UniRef50_Q8DSD4,UniRef:UniRef90_F9HMA1;COG:COG1194,COG:L,GO:0004844,GO:0006260,GO:0006281,GO:0006310,RefSeq:WP_000886147.1,SO:0001217,UniParc:UPI000015833A,UniRef:UniRef100_A4L7M2,UniRef:UniRef50_Q8DSD4,UniRef:UniRef90_F9HMA1;COG:COG1194,COG:L,GO:0004844,GO:0006260,GO:0006281,GO:0006310,RefSeq:WP_050200991.1,SO:0001217,UniParc:UPI0005E16552,UniRef:UniRef100_UPI0005E16552,UniRef:UniRef50_Q8DSD4,UniRef:UniRef90_F9HMA1;COG:COG1194,COG:L,GO:0004844,GO:0006260,GO:0006281,GO:0006310,RefSeq:WP_000886125.1,SO:0001217,UniParc:UPI00023127C4,UniRef:UniRef100_A0A9X8F4P5,UniRef:UniRef50_Q8DSD4,UniRef:UniRef90_F9HMA1	6952-4-17_LCDOPK_01160	6952-4-19_IDAKCO_05775,6952-4-19_IDAKCO_05775__6952-4-19_IDAKCO_05780,6952-4-19_IDAKCO_05780	6999-1-11_GAMHDO_03990	6999-1-3_MFDHOJ_04165	6999-5-12_GABGCO_02750	6999-5-5_IEJANN_04745	6999-7-20_BDNIPI_03765	7001-3-2_ILCIHP_04380	7553-4-28_BBELPC_02180	7622-3-93_BNKJJA_03905	7622-4-37_HCELOA_06070	7622-4-48_OIGNLO_00550	7622-5-52_DJJKEI_05270	7622-5-56_HCMIMP_02805	7622-5-93_FBDJDO_02885
xseB	Cluster_1060	15	6999-1-3_MFDHOJ_04260	CDS		xseB		exodeoxyribonuclease VII small subunit		exodeoxyribonuclease VII small subunit		COG:COG1722,COG:L,EC:3.1.11.6,GO:0005737,GO:0006308,GO:0008855,GO:0009318,RefSeq:WP_000043230.1,SO:0001217,UniParc:UPI0000051758,UniRef:UniRef100_Q04KB1,UniRef:UniRef50_Q04KB1,UniRef:UniRef90_Q04KB1		6952-4-17_LCDOPK_01255	6952-4-19_IDAKCO_05875	6999-1-11_GAMHDO_03895	6999-1-3_MFDHOJ_04260	6999-5-12_GABGCO_02845	6999-5-5_IEJANN_04840	6999-7-20_BDNIPI_09415	7001-3-2_ILCIHP_04475	7553-4-28_BBELPC_02085	7622-3-93_BNKJJA_04000	7622-4-37_HCELOA_06165	7622-4-48_OIGNLO_09245	7622-5-52_DJJKEI_05175	7622-5-56_HCMIMP_02900	7622-5-93_FBDJDO_02980
ispA	Cluster_1061	15	6999-1-3_MFDHOJ_04265	CDS		ispA		farnesyl diphosphate synthase		farnesyl diphosphate synthase		COG:COG0142,COG:H,EC:2.5.1.10,GO:0004337,GO:0008299,RefSeq:WP_000743808.1,SO:0001217,UniParc:UPI000152EC4C,UniRef:UniRef100_A0A0B7LSH1,UniRef:UniRef50_A0A139Q9I9,UniRef:UniRef90_A0A139Q9I9	COG:COG0142,COG:H,EC:2.5.1.10,GO:0004337,GO:0008299,RefSeq:WP_000743818.1,SO:0001217,UniParc:UPI00004A82AD,UniRef:UniRef100_A0A0E8AD80,UniRef:UniRef50_A0A139Q9I9,UniRef:UniRef90_A0A139Q9I9	6952-4-17_LCDOPK_01260	6952-4-19_IDAKCO_05880	6999-1-11_GAMHDO_03890	6999-1-3_MFDHOJ_04265	6999-5-12_GABGCO_02850	6999-5-5_IEJANN_04845	6999-7-20_BDNIPI_09410	7001-3-2_ILCIHP_04480	7553-4-28_BBELPC_02080	7622-3-93_BNKJJA_04005	7622-4-37_HCELOA_06170	7622-4-48_OIGNLO_09250	7622-5-52_DJJKEI_05170	7622-5-56_HCMIMP_02905	7622-5-93_FBDJDO_02985
rluA.1	Cluster_1062	15	6999-1-3_MFDHOJ_04375	CDS		rluA		Pseudouridine synthase RluA, 23S rRNA- or tRNA-specific		Pseudouridine synthase RluA, 23S rRNA- or tRNA-specific		COG:COG0564,COG:J,RefSeq:WP_000403195.1,SO:0001217,UniParc:UPI00004A845C,UniRef:UniRef100_A0A0B7M1X1,UniRef:UniRef50_A0A0M4CPM5,UniRef:UniRef90_D4FSA0	COG:COG0564,COG:J,RefSeq:WP_000403192.1,SO:0001217,UniParc:UPI000230FA9C,UniRef:UniRef100_A0A0I7UTN9,UniRef:UniRef50_A0A0M4CPM5,UniRef:UniRef90_D4FSA0;COG:COG0564,COG:J,RefSeq:WP_000403198.1,SO:0001217,UniParc:UPI00000E3526,UniRef:UniRef100_A0A0E8SZL1,UniRef:UniRef50_A0A0M4CPM5,UniRef:UniRef90_D4FSA0	6952-4-17_LCDOPK_06540	6952-4-19_IDAKCO_02575	6999-1-11_GAMHDO_07590	6999-1-3_MFDHOJ_04375	6999-5-12_GABGCO_08665	6999-5-5_IEJANN_05645	6999-7-20_BDNIPI_08915	7001-3-2_ILCIHP_02685	7553-4-28_BBELPC_06080	7622-3-93_BNKJJA_06405	7622-4-37_HCELOA_07460	7622-4-48_OIGNLO_05000	7622-5-52_DJJKEI_06020	7622-5-56_HCMIMP_04960	7622-5-93_FBDJDO_07570
Cluster_1063	Cluster_1063	15	6999-1-3_MFDHOJ_04475__6999-1-3_MFDHOJ_04480	unannotated										6952-4-17_LCDOPK_06640__6952-4-17_LCDOPK_06645	6952-4-19_IDAKCO_02470__6952-4-19_IDAKCO_02475	6999-1-11_GAMHDO_07485__6999-1-11_GAMHDO_07490	6999-1-3_MFDHOJ_04475__6999-1-3_MFDHOJ_04480	6999-5-12_GABGCO_08050__6999-5-12_GABGCO_08055	6999-5-5_IEJANN_05745__6999-5-5_IEJANN_05750	6999-7-20_BDNIPI_07210__6999-7-20_BDNIPI_07215	7001-3-2_ILCIHP_02550__7001-3-2_ILCIHP_02555	7553-4-28_BBELPC_05950__7553-4-28_BBELPC_05955	7622-3-93_BNKJJA_06300__7622-3-93_BNKJJA_06305	7622-4-37_HCELOA_07355__7622-4-37_HCELOA_07360	7622-4-48_OIGNLO_04895__7622-4-48_OIGNLO_04900	7622-5-52_DJJKEI_05915__7622-5-52_DJJKEI_05920	7622-5-56_HCMIMP_04855__7622-5-56_HCMIMP_04860	7622-5-93_FBDJDO_07465__7622-5-93_FBDJDO_07470
Cluster_1064	Cluster_1064	4	6999-1-3_MFDHOJ_04505__6999-1-3_MFDHOJ_04510	unannotated										6952-4-17_LCDOPK_06670__6952-4-17_LCDOPK_06675			6999-1-3_MFDHOJ_04505__6999-1-3_MFDHOJ_04510		6999-5-5_IEJANN_05780__6999-5-5_IEJANN_05785									7622-5-93_FBDJDO_09450__7622-5-93_FBDJDO_09455
trmR	Cluster_1065	15	6999-1-3_MFDHOJ_04575	CDS		trmR		tRNA 5-hydroxyU34 O-methylase TrmR/YrrM		tRNA 5-hydroxyU34 O-methylase TrmR/YrrM		COG:COG4122,COG:J,RefSeq:WP_001812425.1,SO:0001217,UniParc:UPI000152EC51,UniRef:UniRef100_A0A0I8AKP8,UniRef:UniRef50_H5T0U0,UniRef:UniRef90_D3H8N4	COG:COG4122,COG:J,RefSeq:WP_000230399.1,SO:0001217,UniParc:UPI000005167C,UniRef:UniRef100_A0A0B7LPD4,UniRef:UniRef50_H5T0U0,UniRef:UniRef90_D3H8N4	6952-4-17_LCDOPK_06740	6952-4-19_IDAKCO_02375	6999-1-11_GAMHDO_07390	6999-1-3_MFDHOJ_04575	6999-5-12_GABGCO_07955	6999-5-5_IEJANN_05850	6999-7-20_BDNIPI_07115	7001-3-2_ILCIHP_02455	7553-4-28_BBELPC_05855	7622-3-93_BNKJJA_06205	7622-4-37_HCELOA_07260	7622-4-48_OIGNLO_04800	7622-5-52_DJJKEI_05820	7622-5-56_HCMIMP_04760	7622-5-93_FBDJDO_09520
prsA	Cluster_1066	15	6999-1-3_MFDHOJ_04580	CDS		prsA		peptidylprolyl isomerase PrsA		peptidylprolyl isomerase PrsA		COG:COG0760,COG:O,EC:5.2.1.8,GO:0003755,GO:0005886,GO:0006457,RefSeq:WP_000727952.1,SO:0001217,UniParc:UPI0000037AC0,UniRef:UniRef100_C1C6V8,UniRef:UniRef50_A3CLY1,UniRef:UniRef90_Q04KU8	COG:COG0760,COG:O,EC:5.2.1.8,GO:0003755,GO:0005886,GO:0006457,RefSeq:WP_000727935.1,SO:0001217,UniParc:UPI00000E3547,UniRef:UniRef100_Q04KU8,UniRef:UniRef50_A3CLY1,UniRef:UniRef90_Q04KU8	6952-4-17_LCDOPK_06745	6952-4-19_IDAKCO_02370	6999-1-11_GAMHDO_07385	6999-1-3_MFDHOJ_04580	6999-5-12_GABGCO_07950	6999-5-5_IEJANN_05855	6999-7-20_BDNIPI_07110	7001-3-2_ILCIHP_02450	7553-4-28_BBELPC_05850	7622-3-93_BNKJJA_06200	7622-4-37_HCELOA_07255	7622-4-48_OIGNLO_04795	7622-5-52_DJJKEI_05815	7622-5-56_HCMIMP_04755	7622-5-93_FBDJDO_09525
Cluster_1067	Cluster_1067	11	6999-1-3_MFDHOJ_04680__6999-1-3_MFDHOJ_04685	unannotated	CDS			Chlorohydrolase		Chlorohydrolase		RefSeq:WP_001092033.1,SO:0001217,UniParc:UPI0001AF7F79,UniRef:UniRef100_A0A4J2J6P8,UniRef:UniRef50_A0A6I3TEM1,UniRef:UniRef90_A0A6I3TEM1		6952-4-17_LCDOPK_05370__6952-4-17_LCDOPK_05375,6952-4-17_LCDOPK_05375__6952-4-17_LCDOPK_05380	6952-4-19_IDAKCO_04935__6952-4-19_IDAKCO_04940	6999-1-11_GAMHDO_05495__6999-1-11_GAMHDO_05500,6999-1-11_GAMHDO_05500__6999-1-11_GAMHDO_05505	6999-1-3_MFDHOJ_04680__6999-1-3_MFDHOJ_04685	6999-5-12_GABGCO_01945__6999-5-12_GABGCO_01950	6999-5-5_IEJANN_04950__6999-5-5_IEJANN_04955	6999-7-20_BDNIPI_07330__6999-7-20_BDNIPI_07335,6999-7-20_BDNIPI_07335__6999-7-20_BDNIPI_07340	7001-3-2_ILCIHP_06120__7001-3-2_ILCIHP_06125	START__7553-4-28_BBELPC_10040			7622-4-48_OIGNLO_09875__7622-4-48_OIGNLO_09880,7622-4-48_OIGNLO_09880,7622-4-48_OIGNLO_09880__7622-4-48_OIGNLO_09885	7622-5-52_DJJKEI_06240__7622-5-52_DJJKEI_06245,7622-5-52_DJJKEI_06245__7622-5-52_DJJKEI_06250		
Cluster_1068	Cluster_1068	15	6999-1-3_MFDHOJ_04870__6999-1-3_MFDHOJACBE_100	unannotated										6952-4-17_LCDOPK_05560__6952-4-17_LCDOPKNNMA_112	6952-4-19_IDAKCOMANN_95__6952-4-19_IDAKCO_04750	6999-1-11_GAMHDO_05690__6999-1-11_GAMHDOLNIF_105	6999-1-3_MFDHOJ_04870__6999-1-3_MFDHOJACBE_100	6999-5-12_GABGCO_02135__6999-5-12_GABGCOFCDB_94	6999-5-5_IEJANN_05140__6999-5-5_IEJANNHHMP_100	6999-7-20_BDNIPIMNEB_118__6999-7-20_BDNIPI_08605	7001-3-2_ILCIHP_06305__7001-3-2_ILCIHPINGC_105	7553-4-28_BBELPC_05500__7553-4-28_BBELPCEAHD_89	7622-3-93_BNKJJA_01585__7622-3-93_BNKJJALABE_91	7622-4-37_HCELOA_06425__7622-4-37_HCELOAPBLE_112	7622-4-48_OIGNLO_06390__7622-4-48_OIGNLOAINF_104	7622-5-52_DJJKEI_06430__7622-5-52_DJJKEIGIHN_114	7622-5-56_HCMIMPIGDA_88__7622-5-56_HCMIMP_03355	7622-5-93_FBDJDOPBJI_88__7622-5-93_FBDJDO_03975
Cluster_1069	Cluster_1069	15	6999-1-3_MFDHOJ_05050__6999-1-3_MFDHOJ_05055	unannotated										6952-4-17_LCDOPK_06205__6952-4-17_LCDOPK_06210	6952-4-19_IDAKCO_05325__6952-4-19_IDAKCO_05330	6999-1-11_GAMHDO_07045__6999-1-11_GAMHDO_07050	6999-1-3_MFDHOJ_05050__6999-1-3_MFDHOJ_05055	6999-5-12_GABGCO_04685__6999-5-12_GABGCO_04690	6999-5-5_IEJANN_05315__6999-5-5_IEJANN_05320	6999-7-20_BDNIPI_09700__6999-7-20_BDNIPI_09705	7001-3-2_ILCIHP_06700__7001-3-2_ILCIHP_06705	7553-4-28_BBELPC_00055__7553-4-28_BBELPC_00060	7622-3-93_BNKJJA_06695__7622-3-93_BNKJJA_06700	7622-4-37_HCELOA_07795__7622-4-37_HCELOA_07800	7622-4-48_OIGNLO_03900__7622-4-48_OIGNLO_03905	7622-5-52_DJJKEI_07275__7622-5-52_DJJKEI_07280	7622-5-56_HCMIMP_05760__7622-5-56_HCMIMP_05765	7622-5-93_FBDJDO_06195__7622-5-93_FBDJDO_06200
yhfF	Cluster_1070	14	6999-1-3_MFDHOJ_05055	CDS		yhfF		putative RNA-binding protein YhfF, contains PUA-like ASCH domain		putative RNA-binding protein YhfF, contains PUA-like ASCH domain		COG:COG4405,COG:R,RefSeq:WP_000188826.1,SO:0001217,UniParc:UPI00016DBA54,UniRef:UniRef100_A0A0B7LYP0,UniRef:UniRef50_G0I840,UniRef:UniRef90_G0I840	COG:COG4405,COG:R,RefSeq:WP_000188830.1,SO:0001217,UniParc:UPI000172BA3B,UniRef:UniRef100_A0A0T8YXS0,UniRef:UniRef50_G0I840,UniRef:UniRef90_G0I840;COG:COG4405,COG:R,RefSeq:WP_000612882.1,SO:0001217,UniParc:UPI00000515B4,UniRef:UniRef100_A0A0B7LRQ2,UniRef:UniRef50_G0I840,UniRef:UniRef90_G0I840;COG:COG4405,COG:R,RefSeq:WP_001820631.1,SO:0001217,UniParc:UPI00023107CC,UniRef:UniRef100_A0A0B7LWA9,UniRef:UniRef50_G0I840,UniRef:UniRef90_G0I840	6952-4-17_LCDOPK_06210	6952-4-19_IDAKCO_05330	6999-1-11_GAMHDO_07050	6999-1-3_MFDHOJ_05055	6999-5-12_GABGCO_04685	6999-5-5_IEJANN_05320		7001-3-2_ILCIHP_06700	7553-4-28_BBELPC_00060	7622-3-93_BNKJJA_06700	7622-4-37_HCELOA_07795	7622-4-48_OIGNLO_03905	7622-5-52_DJJKEI_07275	7622-5-56_HCMIMP_05765	7622-5-93_FBDJDO_06200
yjhB.3	Cluster_1071	14	6999-1-3_MFDHOJ_05065	CDS		yjhB		ADP-ribose pyrophosphatase YjhB, NUDIX family		ADP-ribose pyrophosphatase YjhB, NUDIX family		COG:COG1051,COG:F,RefSeq:WP_000403338.1,SO:0001217,UniParc:UPI000254D405,UniRef:UniRef100_A0A0U0FLN5,UniRef:UniRef50_D3H8A2,UniRef:UniRef90_D3H8A2	COG:COG1051,COG:F,RefSeq:WP_000403613.1,SO:0001217,UniParc:UPI00000E34D8,UniRef:UniRef100_A0A0H2ZNP0,UniRef:UniRef50_A0A428FM34,UniRef:UniRef90_A0A0H2ZNP0;COG:COG1051,COG:F,RefSeq:WP_054365085.1,SO:0001217,UniParc:UPI0005E9F202,UniRef:UniRef100_UPI0005E9F202,UniRef:UniRef50_D3H8A2,UniRef:UniRef90_D3H8A2;COG:COG1051,COG:F,RefSeq:WP_050221122.1,SO:0001217,UniParc:UPI0005DBB867,UniRef:UniRef100_A0A9X8HVP6,UniRef:UniRef50_D3H8A2,UniRef:UniRef90_D3H8A2;COG:COG1051,COG:F,RefSeq:WP_000403347.1,SO:0001217,UniParc:UPI000172BA39,UniRef:UniRef100_B2INR8,UniRef:UniRef50_D3H8A2,UniRef:UniRef90_D3H8A2	6952-4-17_LCDOPK_06220	6952-4-19_IDAKCO_05340	6999-1-11_GAMHDO_07065	6999-1-3_MFDHOJ_05065	6999-5-12_GABGCO_04675	6999-5-5_IEJANN_05330		7001-3-2_ILCIHP_06690	7553-4-28_BBELPC_00075	7622-3-93_BNKJJA_06710	7622-4-37_HCELOA_07785	7622-4-48_OIGNLO_03915	7622-5-52_DJJKEI_07265	7622-5-56_HCMIMP_05775	7622-5-93_FBDJDO_06210
Cluster_1072	Cluster_1072	15	6999-1-3_MFDHOJ_05125	CDS				Transcriptional coactivator p15 (PC4) C-terminal domain-containing protein		Transcriptional coactivator p15 (PC4) C-terminal domain-containing protein		COG:COG4443,COG:S,RefSeq:WP_000807422.1,SO:0001217,UniParc:UPI00005582F3,UniRef:UniRef100_A0A3A4MDD4,UniRef:UniRef50_A0A081SC70,UniRef:UniRef90_A0A081SC70	COG:COG4443,COG:S,SO:0001217,UniRef:UniRef50_A0A081SC70,UniRef:UniRef90_A0A081SC70;COG:COG4443,COG:S,RefSeq:WP_000807428.1,SO:0001217,UniParc:UPI0002735654,UniRef:UniRef100_A0A9P1Q2I3,UniRef:UniRef50_A0A081SC70,UniRef:UniRef90_A0A081SC70	6952-4-17_LCDOPK_06280	6952-4-19_IDAKCO_05400	6999-1-11_GAMHDO_07125	6999-1-3_MFDHOJ_05125	6999-5-12_GABGCO_04615	6999-5-5_IEJANN_05390	6999-7-20_BDNIPI_06065	7001-3-2_ILCIHP_06630	7553-4-28_BBELPC_00135,7553-4-28_BBELPC_07380	7622-3-93_BNKJJA_06775	7622-4-37_HCELOA_07720	7622-4-48_OIGNLO_03980	7622-5-52_DJJKEI_07205	7622-5-56_HCMIMP_05840	7622-5-93_FBDJDO_06270
khpA	Cluster_1073	15	6999-1-3_MFDHOJ_05155	CDS		khpA		RNA-binding protein KhpA		RNA-binding protein KhpA		COG:COG1837,COG:R,GO:0003723,GO:0005737,GO:0008360,GO:0009252,GO:0071555,RefSeq:WP_000379621.1,SO:0001217,UniParc:UPI000005159D,UniRef:UniRef100_A0A0H2ZMB4,UniRef:UniRef50_A0A0H2ZMB4,UniRef:UniRef90_A0A0H2ZMB4	COG:COG1837,COG:R,GO:0003723,GO:0005737,GO:0008360,GO:0009252,GO:0071555,RefSeq:WP_054385014.1,SO:0001217,UniParc:UPI0005E153A4,UniRef:UniRef100_UPI0005E153A4,UniRef:UniRef50_A0A0H2ZMB4,UniRef:UniRef90_A0A0H2ZMB4	6952-4-17_LCDOPK_06310	6952-4-19_IDAKCO_05430	6999-1-11_GAMHDO_07155	6999-1-3_MFDHOJ_05155	6999-5-12_GABGCO_04585	6999-5-5_IEJANN_05425	6999-7-20_BDNIPI_06035	7001-3-2_ILCIHP_06595	7553-4-28_BBELPC_07350	7622-3-93_BNKJJA_06805	7622-4-37_HCELOA_07690	7622-4-48_OIGNLO_04010	7622-5-52_DJJKEI_07175	7622-5-56_HCMIMP_05870	7622-5-93_FBDJDO_06300
rpsP	Cluster_1074	15	6999-1-3_MFDHOJ_05160	CDS		rpsP		30S ribosomal protein S16		30S ribosomal protein S16		COG:COG0228,COG:J,GO:0000314,GO:0003735,GO:0005737,GO:0005840,GO:0006412,GO:0022627,GO:1990904,RefSeq:WP_000268761.1,SO:0001217,UniParc:UPI000005159C,UniRef:UniRef100_Q04LD0,UniRef:UniRef50_Q834F9,UniRef:UniRef90_Q04LD0		6952-4-17_LCDOPK_06315	6952-4-19_IDAKCO_05435	6999-1-11_GAMHDO_07160	6999-1-3_MFDHOJ_05160	6999-5-12_GABGCO_04580	6999-5-5_IEJANN_05430	6999-7-20_BDNIPI_06030	7001-3-2_ILCIHP_06590	7553-4-28_BBELPC_07345	7622-3-93_BNKJJA_06810	7622-4-37_HCELOA_07685	7622-4-48_OIGNLO_04015	7622-5-52_DJJKEI_07170	7622-5-56_HCMIMP_05875	7622-5-93_FBDJDO_06305
Cluster_1075	Cluster_1075	14	6999-1-3_MFDHOJ_05275__6999-1-3_MFDHOJ_05280	unannotated										6952-4-17_LCDOPK_06430__6952-4-17_LCDOPK_06435	6952-4-19_IDAKCO_05550__6952-4-19_IDAKCO_05555	6999-1-11_GAMHDO_07275__6999-1-11_GAMHDO_07280	6999-1-3_MFDHOJ_05275__6999-1-3_MFDHOJ_05280	6999-5-12_GABGCO_04460__6999-5-12_GABGCO_04465	6999-5-5_IEJANN_05545__6999-5-5_IEJANN_05550	6999-7-20_BDNIPI_05910__6999-7-20_BDNIPI_05915	7001-3-2_ILCIHP_06475__7001-3-2_ILCIHP_06480	7553-4-28_BBELPC_07230__7553-4-28_BBELPC_07235	7622-3-93_BNKJJA_09055__7622-3-93_BNKJJA_09060	7622-4-37_HCELOA_07565__7622-4-37_HCELOA_07570	7622-4-48_OIGNLO_04130__7622-4-48_OIGNLO_04135	7622-5-52_DJJKEI_07050__7622-5-52_DJJKEI_07055	7622-5-56_HCMIMP_08885__7622-5-56_HCMIMP_08890	
